reporting-organisation,iati-identifier,aid_project_title,activity_description,full_details,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,total_incoming-funds,total_loan-repayment,total_interest-repayment,start-planned_iso-date,start-planned,start-actual_iso-date,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,funding-organisations,extending-organisations,accountable-organisations,implementing-organisations,recipient-country_codes,recipient-countries,recipient-country_percentages,recipient-region_codes,recipient-regions,recipient-region_percentages,activity-website,activity-status_code,activity-status,collaboration-type_code,collaboration-type,conditions-attached,condition_types,conditions,sectors,sector_vocabularies,sector_codes,sector_percentages,policy-markers,policy-marker_vocabularies,policy-marker_significance,policy-marker_codes,contact-info_organisation,contact-info_person-name,contact-info_person-name,contact-info_email,contact-info_mailing-address,default-aid-type_code,default-aid-type,default-finance-type_code,default-finance-type,default-flow-type_code,default-flow-type,default-tied-status_code,default-tied-status,related-activities,related-activity_types,last-updated-datetime
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/800/002,FINANCIAL RESOURCES AND STEWARDSHIP,"Financial Resources and Stewardship, which contributes to Field Office Oversight, Management And Operations Support, Field/Country Office Oversight, Management And Operations Support, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Special Purpose",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/800/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,1,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Management and Operations support at CO ; HQ and RO technical support to multiple Goal Areas; Administrative costs (non-sector allocable); Partnerships for the Goals,99; 99; 1; 7,28-07-04; 27-01-06; 91010; 17,100; 0; 0; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/800 PCR SUPPORT,1,2022-05-27T00:16:21-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/103/022,INACTIVE:PCR3 - YH101 -  NUTRITION,"inactive  FOR DATA MIGRATION: 3.2: Bauchi - Infant and Young Child Feeding â€“ DFO, which contributes to Prevention Of Stunting And Other Forms Of Malnutrition. UNICEF aims to achieve this through Developing And Leveraging Resources And Partnerships, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:      PCR3 - YN101 -  50% of Children 0-5 years are not experiencing acute malnutrition focusing on most disadvantaged children by
2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/103/022,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Breastfeeding protection, promotion and support (including work on Code); Basic nutrition; Zero Hunger",99; 1; 7,21-04-01; 12240; 2,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/103 PCR3 - YH101 -  NUTRITION,1,2022-05-27T00:16:21-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/103/004,3.4 -  NUTRITION POLICY SUPPORT,"3.4 -  Nutrition Policy Support - National Nutrition Policy support focusing on high impact nutrition interventions and on most
disadvantaged children by 2013, which contributes to Prevention Of Stunting And Other Forms Of Malnutrition. UNICEF aims to achieve this through Advocacy And Public Engagement, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:      PCR3 - YN101 -  50% of Children 0-5 years are not experiencing acute malnutrition focusing on most disadvantaged children by
2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/103/004,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Breastfeeding protection, promotion and support (including work on Code); National multisectoral strategies and plans to prevent stunting (excludes intervention-specific strategies); Community and home based maternal and newborn care; Vitamin A supplementation in early childhood (children under 5); Basic nutrition; Reproductive health care; Good Health and Well-being; Zero Hunger",99; 99; 99; 99; 1; 1; 7; 7,21-04-01; 21-04-07; 21-01-01; 21-04-03; 12240; 13020; 3; 2,100.1; .1; -.1; -.1; 100.1; -.1; 0; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/103 PCR3 - YH101 -  NUTRITION,1,2022-05-27T00:16:21-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/05/001/003,3 CHILD HEALTH INTERVENTIONS,"Increased national capacity to provide access to essential high-impact child health interventions, which contributes to Child Health. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By 2017, strengthened health systems, ensure that children and women have equitable access to and use, improved and quality, high-
impact maternal, neonatal and child health interventions and adopt healthy",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/05/001/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","IMNCI facilities; Malaria (diagnosis, care and treatment); IMNCI / Integrated Community Case Management (iCCM) - Community; Immunization supply chain, including cold chain; Health policy and administrative management; Malaria control; Basic health care; Good Health and Well-being",99; 99; 99; 99; 1; 1; 1; 7,21-03-02; 21-03-06; 21-03-01; 21-02-02; 12110; 12262; 12220; 3,18; 13.8; 57.6; 10.5; 18; 13.8; 68.2; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/05/001 01 MNCH,1,2022-05-27T00:16:22-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/103/019,INACTIVE:PCR3 - YH101 -  NUTRITION,"inactive, which contributes to Prevention Of Stunting And Other Forms Of Malnutrition. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:      PCR3 - YN101 -  50% of Children 0-5 years are not experiencing acute malnutrition focusing on most disadvantaged children by
2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/103/019,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Breastfeeding protection, promotion and support (including work on Code); Basic nutrition; Zero Hunger",99; 1; 7,21-04-01; 12240; 2,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/103 PCR3 - YH101 -  NUTRITION,1,2022-05-27T00:16:22-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/101/017,"INACTIVE:PCR1 - YH101 - MATERNAL, NEWBORN & CHILD","Inactive                                r both boys and girls adopt esse
ntials family practices (sleeping under ITNs, use of Oral Rehydration Solution (ORS),  completion of
immunisation, hand washing, ANC)., which contributes to Child Health. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  By end 2013, 50%  of most deprived pregnant women and children under-fiv e have access to and utilize quality Maternal, Neonatal, and Child Health (MNCH) Services and
high impact inter ventions in selected high burden States",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/101/017,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",HSS - Community Health System; Health personnel development; Good Health and Well-being,99; 1; 7,21-03-09; 12281; 3,100; 100; 100,,1,1,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,"3210/A0/04/101 PCR1 - YH101 - MATERNAL, NEWBORN & CHILD",1,2022-05-27T00:16:22-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/202/004,INACTIVE:PCR4 - YE202 - ACCESS TO BASIC EDUCATION,"Inactive, which contributes to Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   PCR4 - YE202 -  School aged girls and boys including those deprived have access to basic education by end of 2013 in 13 HB and
UNDAF (DaO) States,",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/202/004,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Country programme process (including UNDAF planning and CCA); Administrative costs (non-sector allocable); Partnerships for the Goals,99; 1; 7,26-01-01; 91010; 17,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/202 PCR4 - YE202 - ACCESS TO BASIC EDUCATION,1,2022-05-27T00:16:23-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/203/003,5.3 - EPRP - EDUCATION SECTOR,"5.3 - 13 HB states have and implement Emergency Preparedness and Response\Plans by end of 2013., which contributes to Equitable Access To Quality Education. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR5 - YE202 - Federal and 24 states have and apply capacities for developing and implementing SESP/SESOP that promote Child/Girl-
Friendly Schooling.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/203/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","System strengthening - inclusive education for children with disabilities ; Education analyses including OOSCI, Education Sector Analyses, etc.; Public health emergencies, including disease outbreaks; System strengthening - risk informed programming, including climate, resilience, disaster, conflict, and emergency preparedness; Multi-hazard response preparedness; Primary education; Material relief assistance and services; Education policy and administrative management; Good Health and Well-being; Quality Education",99; 99; 99; 99; 1; 1; 1; 1; 7; 7,22-01-06; 22-01-12; 21-03-18; 22-01-08; 74020; 11220; 72010; 11110; 3; 4,66.4; .6; 27.4; 5.6; 5.6; .6; 27.4; 66.4; 27.4; 72.6,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/203 PCR5 - YE202 - QUALITY BASIC EDUCATION,1,2022-05-27T00:16:23-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/303/017,INACTIVE:PCR7 - YW303 -  IMPROVED ACCESS AND USE,"Inactive, which contributes to Water. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR7 - YW303  - 5 % increase in the  population including those in lowest wealth quintile use improved water sources",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/303/017,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","WASH - Enabling environment (policies/strategies, coordination, regulation, financing, planning-monitoring-review, sector capacity development and professionalization); Water supply - safety/quality/treatment (including household treatment and safe storage) ; Public finance management (PFM); Public finance management (PFM); Clean Water and Sanitation",99; 99; 1; 1; 7,24-01-01; 24-01-08; 14030; 14020; 6,87.8; 12.2; 12.2; 87.8; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/303 PCR7 - YW303 -  IMPROVED ACCESS AND USE,1,2022-05-27T00:16:24-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/304/006,INACTIVE.:PCR8 - YW303 - IMPROVING ACCESS AND USE,"Inactive., which contributes to Child Health, Sanitation. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result: PCR8 - YW303  - 3.5% increase in the population including those in lowest wealth quintile use improved sanitation facilities.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/304/006,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Technical assistance - Maternal and newborn health; Health policy and administrative management; Good Health and Well-being,99; 1; 7,21-01-99; 12110; 3,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/304 PCR8 - YW303 - IMPROVING ACCESS AND USE,1,2022-05-27T00:16:24-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/305/007,INACTIVE:PCR9 - YW303 - SCHOOL SANITATION AND HEA,"Inactive., which contributes to Learning Outcomes, Sanitation. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:  PCR9 - YW303 - 350,000 pupils in 800 schools use improved water sources and sanitation facilities.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/305/007,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Education analyses including OOSCI, Education Sector Analyses, etc.; Adolescent development - health and wellbeing; Primary education; Health education; Good Health and Well-being; Quality Education",99; 99; 1; 1; 7; 7,22-01-12; 21-09-07; 11220; 12261; 3; 4,74.8; 25.2; 74.8; 25.2; 25.2; 74.8,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/305 PCR9 - YW303 - SCHOOL SANITATION AND HEA,1,2022-05-27T00:16:24-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/405/001,11.1 -  INSTITUTIONAL CAPACITY DEVELOPMT,"11.1 -  Institutional Capacity Developmtonal capacity exists to deliver standardized services at scale to bridge the adult-child
gap including at decentralized levels., which contributes to Hiv Prevention, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Programme Component Results (PCR) 11-YJ404 - By the end of 2013, at least 30% of children in need receive ARVs in 11 states and FCT",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/405/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Infant and child HIV diagnosis (PITC) ; STD control including HIV/AIDS; Good Health and Well-being,99; 1; 7,21-06-01; 13040; 3,100; 100; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/405 PCR 11-YJ404 - PAEDIATRIC TREATMT & CARE,1,2022-05-27T00:16:25-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/06/006/002,6.2 VIOLENCE AGAINST CHILDREN,"Output 6.2:     Government and key stakeholders have strengthened capacities and increase the availability of quality child-
sensitive Social Welfare and Justice services that prevent and respond to violence against children., which contributes to Access To Justice, Harmful Practices (Fgm/C And Child Marriage), Prevention And Response Services For Violence Against Children, Prevention Of Harmful Practice, Promotion Of Care, Mental Health And Psychosocial Well-Being And Justice, Protection From Violence, Exploitation, Abuse And Neglect, Protection From Violence, Exploitation, Abuse And Neglect (Covid). UNICEF aims to achieve this through Advocacy And Public Engagement, Community Engagement, Social And Behaviour Change, Data, Research, Evaluation And Knowledge Management, Evaluations, Research And Data, Systems Strengthening And Institution Building, Systems Strengthening To Leave No One Behind. This contributes to the following Country Programme result: 6. Children who are victims or at significant risk of violence, abuse, neglect and exploitation, including those in humanitarian
settings, receive quality preventive and responsive services from a functioning child protection system at federal level and in
targeted states",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/06/006/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,2,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Legal and policy framework related to female genital mutilation (FGM); Social service workforce strengthening; Research, evaluation and other evidence generation and use - Violence, exploitation, abuse and neglect; Multi-sectoral coordination mechanisms to prevent and respond to violence, exploitation, abuse and neglect; Legal and policy framework related to violence, exploitation and abuse; Access to child-friendly and gender-responsive justice processes and procedures; Legal and policy framework related to child marriage; Multi-hazard response preparedness; Social protection and welfare services policy, planning and administration; Ending violence against women and girls; Justice, law and order policy, planning and administration; Gender Equality; Peace, Justice and Strong Institutions",99; 99; 99; 99; 99; 99; 99; 1; 1; 1; 1; 7; 7,33-03-05; 33-02-07; 33-01-17; 33-01-15; 33-01-01; 33-02-03; 33-03-02; 74020; 16011; 15180; 15131; 5; 16,19.5; 19.9; 31.4; 7.3; 12.7; 9.2; 0; 31.4; 19.9; 39.5; 9.2; 7.3; 92.7,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/06/006 06 CHILD PROTECTION,1,2022-05-27T00:16:25-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/707/005,INACTIVE:Programme Component Results (PCR) 14 - YS505  SOCIAL NORMS,"Inactive, which contributes to Field/Country Office Oversight, Management And Operations Support, Technical Excellence In Policy And Programmes. UNICEF aims to achieve this through Operational Support To Programme Delivery, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Programme Component Results (PCR) 14 - YS505  Social Norms             major harmful practices, abuse and exploitation by 2013.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/707/005,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Country programme process (including UNDAF planning and CCA); Administrative costs (non-sector allocable); Partnerships for the Goals,99; 1; 7,26-01-01; 91010; 17,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/707 PCR 14 - YS505  SOCIAL NORMS,1,2022-05-27T00:16:26-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/708/001,2..1 - IMPROVED RI COVERAGE,"At least 80% of Children (both boys and girls) under 1 yr in at least 80% of LGAs in 15 HB states receive 3 doses of DPT
(pentavalent vaccine when introduced) by end 2013., which contributes to Child Health, Immunization. UNICEF aims to achieve this through Developing And Leveraging Resources And Partnerships, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   By end 2013, 80% of all children (boys and girls) under one year in selected High Burden (HB) States are fully immunized through
a system that guarantees sustainability and polio transmission is interrupted.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/708/001,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","MNTE supplementary immunization activities; IMNCI / Integrated Community Case Management (iCCM) - Community; Polio operational costs; Immunization operations; Immunization supply chain, including cold chain; Technical assistance - Maternal and newborn health; Basic health care; Health policy and administrative management; Infectious disease control; Good Health and Well-being",99; 99; 99; 99; 99; 99; 1; 1; 1; 7,21-01-03; 21-03-01; 21-02-14; 21-02-05; 21-02-02; 21-01-99; 12220; 12110; 12250; 3,88.4; 0; .1; 0; 5.2; 6.3; 5.2; 6.3; 88.5; 100,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/708 PCR2  - YH101- IMMUNIZATION SERVICES,1,2022-05-27T00:16:26-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/708/027,INACTIVE:PCR2  - YH101- IMMUNIZATION SERVICES,"inactive, which contributes to Immunization. UNICEF aims to achieve this through Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   By end 2013, 80% of all children (boys and girls) under one year in selected High Burden (HB) States are fully immunized through
a system that guarantees sustainability and polio transmission is interrupted.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/708/027,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",MNTE supplementary immunization activities; Infectious disease control; Good Health and Well-being,99; 1; 7,21-01-03; 12250; 3,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/708 PCR2  - YH101- IMMUNIZATION SERVICES,1,2022-05-27T00:16:26-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/800/002,FINANCIAL RESOURCES AND STEWARDSHIP,"Financial Resources and Stewardship are guaranteed and effectively and efficiently managed., which contributes to Field/Country Office Oversight, Management And Operations Support. This contributes to the following Country Programme result:  Effective, efficient programme management operational support to program me delivery",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/800/002,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,1,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents",Country programme process (including UNDAF planning and CCA); Administrative costs (non-sector allocable); Partnerships for the Goals,99; 1; 7,26-01-01; 91010; 17,100; 100; 100,,1,0,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/800 PROGRAMME SUPPORT,1,2022-05-27T00:16:27-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/103/021,INACTIVE:PCR3 - YH101 -  NUTRITION,"inactive                                DFO by end 2012 Short:  01 Manag
ement of Severe Malnutrition, which contributes to Prevention Of Stunting And Other Forms Of Malnutrition, Treatment Of Severe Acute Malnutrition. UNICEF aims to achieve this through Advocacy And Public Engagement, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:      PCR3 - YN101 -  50% of Children 0-5 years are not experiencing acute malnutrition focusing on most disadvantaged children by
2013",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/103/021,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Capacity development of ECD frontline workers ; Breastfeeding protection, promotion and support (including work on Code); Basic nutrition; Early childhood education; Zero Hunger; Good Health and Well-being",99; 99; 1; 1; 7; 7,21-08-01; 21-04-01; 12240; 11240; 2; 3,93.4; 6.6; 6.6; 93.4; 6.6; 93.4,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/103 PCR3 - YH101 -  NUTRITION,1,2022-05-27T00:16:27-04:00
UNICEF,XM-DAC-41122-Nigeria-3210/A0/04/505/003,13.3 - CIVILL REGISTRATION,"Children under-5 are registered to enjoy their right to name and identity., which contributes to Access To Justice, Treatment And Care Of Children Living With Hiv. UNICEF aims to achieve this through Advocacy And Public Engagement, Developing And Leveraging Resources And Partnerships, Evaluations, Research And Data, Systems Strengthening And Institution Building. This contributes to the following Country Programme result:   Children benefitting from a child protection systems at national and state levels by 2013.",http://tools.aidinfolabs.org/explorer/activity/?activity=XM-DAC-41122-Nigeria-3210/A0/04/505/003,USD,0,0,0,0,0,0,0,,,,,,,,,,,,,NG,Nigeria,100,298,WCAR,0,,3,,4,,1,1,"Should contribute directly to results for children as outlined in the UNDAF, national results and/or UNICEF Strategic Plan and within the scope defined in the CPD, CPAP, OMP or other agreed upon programme documents","Infant and child HIV diagnosis (PITC) ; Birth Registration/Civil Registration and Vital Statistics systems; STD control including HIV/AIDS; Public finance management (PFM); Peace, Justice and Strong Institutions; Good Health and Well-being",99; 99; 1; 1; 7; 7,21-06-01; 23-03-04; 13040; 13010; 16; 3,3.3; 96.7; 3.3; 96.7; 96.7; 3.3,,1,2,1,UNICEF Nigeria,,23494618600,abuja@unicef.org,Plot 617/618  Diplomatic Drive  Central Business District PMB 2851  Garki  Abuja,C01,,110,,10,,5,,3210/A0/04/505 PCR13 - YS505 - CHILD PROTECTION SYSTEM,1,2022-05-27T00:16:28-04:00
